000,1.3.6.1.4.1.14519.5.2.1.6279.6001.100225287222365663678666836860
001,1.3.6.1.4.1.14519.5.2.1.6279.6001.100332161840553388986847034053
002,1.3.6.1.4.1.14519.5.2.1.6279.6001.100398138793540579077826395208
003,1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286
004,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543
005,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405
006,1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866
007,1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275
008,1.3.6.1.4.1.14519.5.2.1.6279.6001.101228986346984399347858840086
009,1.3.6.1.4.1.14519.5.2.1.6279.6001.102133688497886810253331438797
010,1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249
011,1.3.6.1.4.1.14519.5.2.1.6279.6001.103115201714075993579787468219
012,1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217
013,1.3.6.1.4.1.14519.5.2.1.6279.6001.104780906131535625872840889059
014,1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228
015,1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260
016,1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774
017,1.3.6.1.4.1.14519.5.2.1.6279.6001.106379658920626694402549886949
018,1.3.6.1.4.1.14519.5.2.1.6279.6001.106419850406056634877579573537
019,1.3.6.1.4.1.14519.5.2.1.6279.6001.106630482085576298661469304872
020,1.3.6.1.4.1.14519.5.2.1.6279.6001.106719103982792863757268101375
021,1.3.6.1.4.1.14519.5.2.1.6279.6001.107109359065300889765026303943
022,1.3.6.1.4.1.14519.5.2.1.6279.6001.107351566259572521472765997306
023,1.3.6.1.4.1.14519.5.2.1.6279.6001.108193664222196923321844991231
024,1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492
025,1.3.6.1.4.1.14519.5.2.1.6279.6001.108231420525711026834210228428
026,1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059
027,1.3.6.1.4.1.14519.5.2.1.6279.6001.109882169963817627559804568094
028,1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609
029,1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171
030,1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987
031,1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028
032,1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962
033,1.3.6.1.4.1.14519.5.2.1.6279.6001.111780708132595903430640048766
034,1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800
035,1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437
036,1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831
037,1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075
038,1.3.6.1.4.1.14519.5.2.1.6279.6001.113697708991260454310623082679
039,1.3.6.1.4.1.14519.5.2.1.6279.6001.114195693932194925962391697338
040,1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343
041,1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535
042,1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935
043,1.3.6.1.4.1.14519.5.2.1.6279.6001.115386642382564804180764325545
044,1.3.6.1.4.1.14519.5.2.1.6279.6001.116097642684124305074876564522
045,1.3.6.1.4.1.14519.5.2.1.6279.6001.116492508532884962903000261147
046,1.3.6.1.4.1.14519.5.2.1.6279.6001.116703382344406837243058680403
047,1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387
048,1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428
049,1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026
050,1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948
051,1.3.6.1.4.1.14519.5.2.1.6279.6001.119304665257760307862874140576
052,1.3.6.1.4.1.14519.5.2.1.6279.6001.119515474430718803379832249911
053,1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837
054,1.3.6.1.4.1.14519.5.2.1.6279.6001.120196332569034738680965284519
055,1.3.6.1.4.1.14519.5.2.1.6279.6001.120842785645314664964010792308
056,1.3.6.1.4.1.14519.5.2.1.6279.6001.121108220866971173712229588402
057,1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391
058,1.3.6.1.4.1.14519.5.2.1.6279.6001.121805476976020513950614465787
059,1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637
060,1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286
061,1.3.6.1.4.1.14519.5.2.1.6279.6001.122621219961396951727742490470
062,1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720
063,1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972
064,1.3.6.1.4.1.14519.5.2.1.6279.6001.123654356399290048011621921476
065,1.3.6.1.4.1.14519.5.2.1.6279.6001.123697637451437522065941162930
066,1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565
067,1.3.6.1.4.1.14519.5.2.1.6279.6001.124656777236468248920498636247
068,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568
069,1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464
070,1.3.6.1.4.1.14519.5.2.1.6279.6001.125067060506283419853742462394
071,1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559
072,1.3.6.1.4.1.14519.5.2.1.6279.6001.125356649712550043958727288500
073,1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514
074,1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354
075,1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084
076,1.3.6.1.4.1.14519.5.2.1.6279.6001.126704785377921920210612476953
077,1.3.6.1.4.1.14519.5.2.1.6279.6001.127965161564033605177803085629
078,1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912
079,1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224
080,1.3.6.1.4.1.14519.5.2.1.6279.6001.128881800399702510818644205032
081,1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225
082,1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950
083,1.3.6.1.4.1.14519.5.2.1.6279.6001.129567032250534530765928856531
084,1.3.6.1.4.1.14519.5.2.1.6279.6001.129650136453746261130135157590
085,1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528
086,1.3.6.1.4.1.14519.5.2.1.6279.6001.130036599816889919308975074972
087,1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843
088,1.3.6.1.4.1.14519.5.2.1.6279.6001.130765375502800983459674173881
089,1.3.6.1.4.1.14519.5.2.1.6279.6001.131150737314367975651717513386
090,1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249
091,1.3.6.1.4.1.14519.5.2.1.6279.6001.132817748896065918417924920957
092,1.3.6.1.4.1.14519.5.2.1.6279.6001.133132722052053001903031735878
093,1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209
094,1.3.6.1.4.1.14519.5.2.1.6279.6001.134370886216012873213579659366
095,1.3.6.1.4.1.14519.5.2.1.6279.6001.134519406153127654901640638633
096,1.3.6.1.4.1.14519.5.2.1.6279.6001.134638281277099121660656324702
097,1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441
098,1.3.6.1.4.1.14519.5.2.1.6279.6001.135657246677982059395844827629
099,1.3.6.1.4.1.14519.5.2.1.6279.6001.136830368929967292376608088362
100,1.3.6.1.4.1.14519.5.2.1.6279.6001.137375498893536422914241295628
101,1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097
102,1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668
103,1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686
104,1.3.6.1.4.1.14519.5.2.1.6279.6001.138674679709964033277400089532
105,1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015
106,1.3.6.1.4.1.14519.5.2.1.6279.6001.138894439026794145866157853158
107,1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124
108,1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411
109,1.3.6.1.4.1.14519.5.2.1.6279.6001.139444426690868429919252698606
110,1.3.6.1.4.1.14519.5.2.1.6279.6001.139577698050713461261415990027
111,1.3.6.1.4.1.14519.5.2.1.6279.6001.139595277234735528205899724196
112,1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526
113,1.3.6.1.4.1.14519.5.2.1.6279.6001.139889514693390832525232698200
114,1.3.6.1.4.1.14519.5.2.1.6279.6001.140239815496047437552471323962
115,1.3.6.1.4.1.14519.5.2.1.6279.6001.140253591510022414496468423138
116,1.3.6.1.4.1.14519.5.2.1.6279.6001.140527383975300992150799777603
117,1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762
118,1.3.6.1.4.1.14519.5.2.1.6279.6001.141149610914910880857802344415
119,1.3.6.1.4.1.14519.5.2.1.6279.6001.141345499716190654505508410197
120,1.3.6.1.4.1.14519.5.2.1.6279.6001.141430002307216644912805017227
121,1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384
122,1.3.6.1.4.1.14519.5.2.1.6279.6001.142154819868944114554521645782
123,1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191
124,1.3.6.1.4.1.14519.5.2.1.6279.6001.143410010885830403003179808334
125,1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636
126,1.3.6.1.4.1.14519.5.2.1.6279.6001.143622857676008763729469324839
127,1.3.6.1.4.1.14519.5.2.1.6279.6001.143782059748737055784173697516
128,1.3.6.1.4.1.14519.5.2.1.6279.6001.143813757344903170810482790787
129,1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509
130,1.3.6.1.4.1.14519.5.2.1.6279.6001.144883090372691745980459537053
131,1.3.6.1.4.1.14519.5.2.1.6279.6001.144943344795414353192059796098
132,1.3.6.1.4.1.14519.5.2.1.6279.6001.145283812746259413053188838096
133,1.3.6.1.4.1.14519.5.2.1.6279.6001.145474881373882284343459153872
134,1.3.6.1.4.1.14519.5.2.1.6279.6001.145510611155363050427743946446
135,1.3.6.1.4.1.14519.5.2.1.6279.6001.145759169833745025756371695397
136,1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820
137,1.3.6.1.4.1.14519.5.2.1.6279.6001.146603910507557786636779705509
138,1.3.6.1.4.1.14519.5.2.1.6279.6001.146987333806092287055399155268
139,1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421
140,1.3.6.1.4.1.14519.5.2.1.6279.6001.147325126373007278009743173696
141,1.3.6.1.4.1.14519.5.2.1.6279.6001.148229375703208214308676934766
142,1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689
143,1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212
144,1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139
145,1.3.6.1.4.1.14519.5.2.1.6279.6001.149463915556499304732434215056
146,1.3.6.1.4.1.14519.5.2.1.6279.6001.149893110752986700464921264055
147,1.3.6.1.4.1.14519.5.2.1.6279.6001.150097650621090951325113116280
148,1.3.6.1.4.1.14519.5.2.1.6279.6001.150684298696437181894923266019
149,1.3.6.1.4.1.14519.5.2.1.6279.6001.151669338315069779994664893123
150,1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034
151,1.3.6.1.4.1.14519.5.2.1.6279.6001.152684536713461901635595118048
152,1.3.6.1.4.1.14519.5.2.1.6279.6001.152706273988004688708784163325
153,1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395
154,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630
155,1.3.6.1.4.1.14519.5.2.1.6279.6001.153646219551578201092527860224
156,1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819
157,1.3.6.1.4.1.14519.5.2.1.6279.6001.153985109349433321657655488650
158,1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227
159,1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280
160,1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966
161,1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474
162,1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493
163,1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095
164,1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626
165,1.3.6.1.4.1.14519.5.2.1.6279.6001.159521777966998275980367008904
166,1.3.6.1.4.1.14519.5.2.1.6279.6001.159665703190517688573100822213
167,1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250
168,1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883
169,1.3.6.1.4.1.14519.5.2.1.6279.6001.160216916075817913953530562493
170,1.3.6.1.4.1.14519.5.2.1.6279.6001.160586340600816116143631200450
171,1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613
172,1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069
173,1.3.6.1.4.1.14519.5.2.1.6279.6001.161073793312426102774780216551
174,1.3.6.1.4.1.14519.5.2.1.6279.6001.161633200801003804714818844696
175,1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317
176,1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805
177,1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059
178,1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929
179,1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103
180,1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939
181,1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100
182,1.3.6.1.4.1.14519.5.2.1.6279.6001.163217526257871051722166468085
183,1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387
184,1.3.6.1.4.1.14519.5.2.1.6279.6001.163931625580639955914619627409
185,1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579
186,1.3.6.1.4.1.14519.5.2.1.6279.6001.164790817284381538042494285101
187,1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989
188,1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586
189,1.3.6.1.4.1.14519.5.2.1.6279.6001.167500254299688235071950909530
190,1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600
191,1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859
192,1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286
193,1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085
194,1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295
195,1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047
196,1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739
197,1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953
198,1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512
199,1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264
200,1.3.6.1.4.1.14519.5.2.1.6279.6001.170825539570536865106681134236
201,1.3.6.1.4.1.14519.5.2.1.6279.6001.170921541362033046216100409521
202,1.3.6.1.4.1.14519.5.2.1.6279.6001.171177995014336749670107905732
203,1.3.6.1.4.1.14519.5.2.1.6279.6001.171667800241622018839592854574
204,1.3.6.1.4.1.14519.5.2.1.6279.6001.171682845383273105440297561095
205,1.3.6.1.4.1.14519.5.2.1.6279.6001.171919524048654494439256263785
206,1.3.6.1.4.1.14519.5.2.1.6279.6001.172243743899615313644757844726
207,1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969
208,1.3.6.1.4.1.14519.5.2.1.6279.6001.172845185165807139298420209778
209,1.3.6.1.4.1.14519.5.2.1.6279.6001.173101104804533997398137418032
210,1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845
211,1.3.6.1.4.1.14519.5.2.1.6279.6001.173556680294801532247454313511
212,1.3.6.1.4.1.14519.5.2.1.6279.6001.173931884906244951746140865701
213,1.3.6.1.4.1.14519.5.2.1.6279.6001.174168737938619557573021395302
214,1.3.6.1.4.1.14519.5.2.1.6279.6001.174449669706458092793093760291
215,1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479
216,1.3.6.1.4.1.14519.5.2.1.6279.6001.174907798609768549012640380786
217,1.3.6.1.4.1.14519.5.2.1.6279.6001.174935793360491516757154875981
218,1.3.6.1.4.1.14519.5.2.1.6279.6001.175318131822744218104175746898
219,1.3.6.1.4.1.14519.5.2.1.6279.6001.176030616406569931557298712518
220,1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333
221,1.3.6.1.4.1.14519.5.2.1.6279.6001.176638348958425792989125209419
222,1.3.6.1.4.1.14519.5.2.1.6279.6001.176869045992276345870480098568
223,1.3.6.1.4.1.14519.5.2.1.6279.6001.177086402277715068525592995222
224,1.3.6.1.4.1.14519.5.2.1.6279.6001.177252583002664900748714851615
225,1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990
226,1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558
227,1.3.6.1.4.1.14519.5.2.1.6279.6001.177888806135892723698313903329
228,1.3.6.1.4.1.14519.5.2.1.6279.6001.177985905159808659201278495182
229,1.3.6.1.4.1.14519.5.2.1.6279.6001.178391668569567816549737454720
230,1.3.6.1.4.1.14519.5.2.1.6279.6001.178680586845223339579041794709
231,1.3.6.1.4.1.14519.5.2.1.6279.6001.179049373636438705059720603192
232,1.3.6.1.4.1.14519.5.2.1.6279.6001.179162671133894061547290922949
233,1.3.6.1.4.1.14519.5.2.1.6279.6001.179209990684978588019929720099
234,1.3.6.1.4.1.14519.5.2.1.6279.6001.179683407589764683292800449011
235,1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029
236,1.3.6.1.4.1.14519.5.2.1.6279.6001.179943248049071805421192715219
237,1.3.6.1.4.1.14519.5.2.1.6279.6001.182192086929819295877506541021
238,1.3.6.1.4.1.14519.5.2.1.6279.6001.182798854785392200340436516930
239,1.3.6.1.4.1.14519.5.2.1.6279.6001.183056151780567460322586876100
240,1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825
241,1.3.6.1.4.1.14519.5.2.1.6279.6001.183843376225716802567192412456
242,1.3.6.1.4.1.14519.5.2.1.6279.6001.183924380327950237519832859527
243,1.3.6.1.4.1.14519.5.2.1.6279.6001.183982839679953938397312236359
244,1.3.6.1.4.1.14519.5.2.1.6279.6001.184019785706727365023450012318
245,1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832
246,1.3.6.1.4.1.14519.5.2.1.6279.6001.185154482385982570363528682299
247,1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058
248,1.3.6.1.4.1.14519.5.2.1.6279.6001.186021279664749879526003668137
249,1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125
250,1.3.6.1.4.1.14519.5.2.1.6279.6001.187451715205085403623595258748
251,1.3.6.1.4.1.14519.5.2.1.6279.6001.187694838527128312070807533473
252,1.3.6.1.4.1.14519.5.2.1.6279.6001.187803155574314810830688534991
253,1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798
254,1.3.6.1.4.1.14519.5.2.1.6279.6001.188059920088313909273628445208
255,1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493
256,1.3.6.1.4.1.14519.5.2.1.6279.6001.188265424231150847356515802868
257,1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952
258,1.3.6.1.4.1.14519.5.2.1.6279.6001.188385286346390202873004762827
259,1.3.6.1.4.1.14519.5.2.1.6279.6001.188484197846284733942365679565
260,1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069
261,1.3.6.1.4.1.14519.5.2.1.6279.6001.189483585244687808087477024767
262,1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646
263,1.3.6.1.4.1.14519.5.2.1.6279.6001.190298296009658115773239776160
264,1.3.6.1.4.1.14519.5.2.1.6279.6001.190937805243443708408459490152
265,1.3.6.1.4.1.14519.5.2.1.6279.6001.191266041369462391833537519639
266,1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256
267,1.3.6.1.4.1.14519.5.2.1.6279.6001.191617711875409989053242965150
268,1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301
269,1.3.6.1.4.1.14519.5.2.1.6279.6001.192419869605596446455526220766
270,1.3.6.1.4.1.14519.5.2.1.6279.6001.193408384740507320589857096592
271,1.3.6.1.4.1.14519.5.2.1.6279.6001.193721075067404532739943086458
272,1.3.6.1.4.1.14519.5.2.1.6279.6001.193808128386712859512130599234
273,1.3.6.1.4.1.14519.5.2.1.6279.6001.193964947698259739624715468431
274,1.3.6.1.4.1.14519.5.2.1.6279.6001.194246472548954252250399902051
275,1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326
276,1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830
277,1.3.6.1.4.1.14519.5.2.1.6279.6001.194488534645348916700259325236
278,1.3.6.1.4.1.14519.5.2.1.6279.6001.194632613233275988184244485809
279,1.3.6.1.4.1.14519.5.2.1.6279.6001.194766721609772924944646251928
280,1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004
281,1.3.6.1.4.1.14519.5.2.1.6279.6001.195913706607582347421429908613
282,1.3.6.1.4.1.14519.5.2.1.6279.6001.196251645377731223510086726530
283,1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210
284,1.3.6.1.4.1.14519.5.2.1.6279.6001.197987940182806628828566429132
285,1.3.6.1.4.1.14519.5.2.1.6279.6001.198016798894102791158686961192
286,1.3.6.1.4.1.14519.5.2.1.6279.6001.198698492013538481395497694975
287,1.3.6.1.4.1.14519.5.2.1.6279.6001.199069398344356765037879821616
288,1.3.6.1.4.1.14519.5.2.1.6279.6001.199171741859530285887752432478
289,1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708
290,1.3.6.1.4.1.14519.5.2.1.6279.6001.199261544234308780356714831537
291,1.3.6.1.4.1.14519.5.2.1.6279.6001.199282854229880908602362094937
292,1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591
293,1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266
294,1.3.6.1.4.1.14519.5.2.1.6279.6001.200513183558872708878454294671
295,1.3.6.1.4.1.14519.5.2.1.6279.6001.200558451375970945040979397866
